customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
5218.0,2024-07-18,7,12161.3,166.0,3,3,3,333,Potential Loyalists
5219.0,2024-07-12,13,22873.88,172.0,3,5,5,355,Loyal Customers
5220.0,2024-10-30,3,6639.07,62.0,3,1,2,312,Hibernating
5221.0,2024-03-13,5,8985.51,293.0,3,1,2,312,Hibernating
5222.0,2024-12-17,7,8066.86,14.0,3,3,2,332,Potential Loyalists
5223.0,2023-08-11,6,8709.76,508.0,3,2,2,322,Hibernating
5224.0,2024-09-27,5,5002.09,95.0,3,1,1,311,Hibernating
5225.0,2023-10-22,2,802.24,436.0,3,1,1,311,Hibernating
5226.0,2024-05-05,5,12935.04,240.0,3,1,3,313,Hibernating
5227.0,2024-06-10,10,14684.69,204.0,3,5,4,354,Loyal Customers
5228.0,2024-07-16,6,5247.2300000000005,168.0,3,2,1,321,Hibernating
5229.0,2024-06-14,6,8377.4,200.0,3,2,2,322,Hibernating
5230.0,2024-03-11,8,18251.57,295.0,3,3,4,334,Loyal Customers
5231.0,2024-09-06,6,4776.360000000001,116.0,3,2,1,321,Hibernating
5232.0,2024-06-17,3,4177.74,197.0,3,1,1,311,Hibernating
5233.0,2024-12-06,4,7062.13,25.0,3,1,2,312,Hibernating
5234.0,2024-11-26,8,8247.75,35.0,3,3,2,332,Potential Loyalists
5235.0,2024-11-27,6,14047.09,34.0,3,2,3,323,Hibernating
5236.0,2024-12-18,8,21976.41,13.0,3,3,4,334,Loyal Customers
5237.0,2024-11-07,13,316660.54999999993,54.0,3,5,5,355,Loyal Customers
5238.0,2024-07-09,7,20248.23,175.0,3,3,4,334,Loyal Customers
5239.0,2024-12-08,9,19500.21,23.0,3,4,4,344,Loyal Customers
5240.0,2024-11-12,6,7476.21,49.0,3,2,2,322,Hibernating
5241.0,2024-09-19,8,9464.39,103.0,3,3,2,332,Potential Loyalists
5242.0,2024-05-12,5,10541.93,233.0,3,1,3,313,Hibernating
5243.0,2024-07-25,8,12790.34,159.0,3,3,3,333,Potential Loyalists
5244.0,2024-06-15,8,9069.06,199.0,3,3,2,332,Potential Loyalists
5245.0,2024-07-02,6,9533.029999999999,182.0,3,2,2,322,Hibernating
5246.0,2024-10-23,7,22094.66,69.0,3,3,5,335,Loyal Customers
5247.0,2023-01-15,2,2152.3,716.0,3,1,1,311,Hibernating
5248.0,2024-09-11,9,17528.57,111.0,3,4,4,344,Loyal Customers
5249.0,2024-08-20,8,16774.6,133.0,3,3,4,334,Loyal Customers
5250.0,2024-11-26,5,25504.280000000002,35.0,3,1,5,315,Promising
5251.0,2024-08-29,9,10214.66,124.0,3,4,2,342,Potential Loyalists
5252.0,2024-07-22,6,5189.88,162.0,3,2,1,321,Hibernating
5253.0,2024-10-04,8,8473.34,88.0,3,3,2,332,Potential Loyalists
5254.0,2022-09-20,5,17572.5,833.0,3,1,4,314,Hibernating
5255.0,2024-01-05,6,338233.69,361.0,3,2,5,325,Promising
5256.0,2024-10-19,8,14840.02,73.0,3,3,4,334,Loyal Customers
5257.0,2024-05-23,4,10203.66,222.0,3,1,2,312,Hibernating
5258.0,2024-10-13,4,4409.7699999999995,79.0,3,1,1,311,Hibernating
5259.0,2023-07-18,4,10097.66,532.0,3,1,2,312,Hibernating
5260.0,2024-04-25,4,2403.5299999999997,250.0,3,1,1,311,Hibernating
5261.0,2024-08-06,12,28633.66,147.0,3,5,5,355,Loyal Customers
5262.0,2024-02-01,9,17192.219999999998,334.0,3,4,4,344,Loyal Customers
5263.0,2024-09-25,6,210634.03999999998,97.0,3,2,5,325,Promising
5264.0,2024-05-06,8,8760.11,239.0,3,3,2,332,Potential Loyalists
5265.0,2023-11-14,5,3943.73,413.0,3,1,1,311,Hibernating
5266.0,2024-09-03,9,8522.24,119.0,3,4,2,342,Potential Loyalists
5267.0,2024-09-05,9,46092.5,117.0,3,4,5,345,Loyal Customers
5268.0,2024-10-23,12,19837.41,69.0,3,5,4,354,Loyal Customers
5269.0,2024-08-31,9,806221.4600000001,122.0,3,4,5,345,Loyal Customers
5270.0,2024-08-27,12,11696.47,126.0,3,5,3,353,Potential Loyalists
5271.0,2024-10-19,6,8779.54,73.0,3,2,2,322,Hibernating
5272.0,2024-12-06,11,26846.120000000003,25.0,3,5,5,355,Loyal Customers
5273.0,2022-12-06,5,11844.84,756.0,3,1,3,313,Hibernating
5274.0,2024-12-14,9,8845.35,17.0,3,4,2,342,Potential Loyalists
5275.0,2024-04-22,4,3963.05,253.0,3,1,1,311,Hibernating
5276.0,2024-10-19,11,16256.05,73.0,3,5,4,354,Loyal Customers
5277.0,2024-06-29,7,10233.369999999999,185.0,3,3,3,333,Potential Loyalists
5278.0,2024-08-16,7,16533.68,137.0,3,3,4,334,Loyal Customers
5279.0,2024-07-28,6,5524.4800000000005,156.0,3,2,1,321,Hibernating
5280.0,2024-08-30,9,17715.47,123.0,3,4,4,344,Loyal Customers
5281.0,2024-03-04,10,21901.6,302.0,3,5,4,354,Loyal Customers
5282.0,2024-10-30,10,19339.46,62.0,3,5,4,354,Loyal Customers
5283.0,2024-12-23,6,173810.38999999998,8.0,3,2,5,325,Promising
5284.0,2024-01-11,6,6829.16,355.0,3,2,2,322,Hibernating
5285.0,2024-08-31,8,9354.94,122.0,3,3,2,332,Potential Loyalists
5286.0,2024-06-16,7,57982.41,198.0,3,3,5,335,Loyal Customers
5287.0,2024-08-19,9,20995.800000000003,134.0,3,4,4,344,Loyal Customers
5288.0,2024-07-15,4,8750.49,169.0,3,1,2,312,Hibernating
5289.0,2023-08-29,3,2155.52,490.0,3,1,1,311,Hibernating
5290.0,2024-10-19,10,13343.48,73.0,3,5,3,353,Potential Loyalists
5291.0,2023-04-16,5,9940.82,625.0,3,1,2,312,Hibernating
5293.0,2024-08-03,5,2855.94,150.0,3,1,1,311,Hibernating
5294.0,2024-07-02,7,13732.619999999999,182.0,3,3,3,333,Potential Loyalists
5295.0,2024-04-30,6,6163.0,245.0,3,2,1,321,Hibernating
5296.0,2024-11-22,9,12823.11,39.0,3,4,3,343,Potential Loyalists
5297.0,2024-02-02,5,10004.15,333.0,3,1,2,312,Hibernating
5298.0,2024-06-13,6,14581.18,201.0,3,2,4,324,Promising
5299.0,2024-04-13,7,25529.78,262.0,3,3,5,335,Loyal Customers
5300.0,2023-04-21,4,4797.46,620.0,3,1,1,311,Hibernating
5301.0,2024-09-27,6,29424.98,95.0,3,2,5,325,Promising
5302.0,2024-01-25,8,18246.7,341.0,3,3,4,334,Loyal Customers
5303.0,2024-10-04,7,11106.26,88.0,3,3,3,333,Potential Loyalists
5304.0,2024-06-17,3,6381.65,197.0,3,1,1,311,Hibernating
5305.0,2024-08-30,9,5436.06,123.0,3,4,1,341,Potential Loyalists
5306.0,2024-11-13,8,14804.720000000001,48.0,3,3,4,334,Loyal Customers
5307.0,2024-10-22,6,11320.31,70.0,3,2,3,323,Hibernating
5308.0,2024-10-02,12,23534.96,90.0,3,5,5,355,Loyal Customers
5309.0,2024-09-10,8,141568.2,112.0,3,3,5,335,Loyal Customers
5310.0,2024-05-04,4,1784.96,241.0,3,1,1,311,Hibernating
5311.0,2024-09-01,8,11434.82,121.0,3,3,3,333,Potential Loyalists
5312.0,2024-09-15,7,7547.58,107.0,3,3,2,332,Potential Loyalists
5313.0,2023-11-28,7,21045.46,399.0,3,3,4,334,Loyal Customers
5314.0,2024-06-10,6,7890.51,204.0,3,2,2,322,Hibernating
5315.0,2024-07-19,11,17170.57,165.0,3,5,4,354,Loyal Customers
5316.0,2024-10-01,6,8024.22,91.0,3,2,2,322,Hibernating
5317.0,2024-12-25,7,8216.59,6.0,3,3,2,332,Potential Loyalists
5318.0,2024-12-03,7,6073.89,28.0,3,3,1,331,Potential Loyalists
5319.0,2023-01-29,4,8348.32,702.0,3,1,2,312,Hibernating
5320.0,2024-12-28,6,12426.93,3.0,3,2,3,323,Hibernating
5321.0,2024-10-10,10,11667.67,82.0,3,5,3,353,Potential Loyalists
5322.0,2023-10-09,7,13134.76,449.0,3,3,3,333,Potential Loyalists
5323.0,2024-04-16,6,10632.94,259.0,3,2,3,323,Hibernating
5324.0,2024-06-03,12,23246.98,211.0,3,5,5,355,Loyal Customers
5325.0,2023-07-16,3,7127.25,534.0,3,1,2,312,Hibernating
5326.0,2024-05-18,6,11015.41,227.0,3,2,3,323,Hibernating
5327.0,2024-10-08,7,177431.72,84.0,3,3,5,335,Loyal Customers
5328.0,2024-07-18,13,15383.68,166.0,3,5,4,354,Loyal Customers
5329.0,2023-09-04,7,7212.89,484.0,3,3,2,332,Potential Loyalists
5330.0,2024-12-18,9,9004.7,13.0,3,4,2,342,Potential Loyalists
5331.0,2024-12-18,8,32711.66,13.0,3,3,5,335,Loyal Customers
5332.0,2024-11-06,8,17722.969999999998,55.0,3,3,4,334,Loyal Customers
5333.0,2023-07-09,4,6781.85,541.0,3,1,2,312,Hibernating
5334.0,2024-08-23,7,10617.61,130.0,3,3,3,333,Potential Loyalists
5335.0,2024-12-17,8,343295.9,14.0,3,3,5,335,Loyal Customers
5336.0,2024-12-05,7,28744.27,26.0,3,3,5,335,Loyal Customers
5337.0,2024-12-22,11,276717.82,9.0,3,5,5,355,Loyal Customers
5338.0,2024-12-18,7,10969.51,13.0,3,3,3,333,Potential Loyalists
5339.0,2024-01-05,13,26513.38,361.0,3,5,5,355,Loyal Customers
5340.0,2024-12-31,8,7988.44,0.0,3,3,2,332,Potential Loyalists
5341.0,2024-09-07,7,12999.55,115.0,3,3,3,333,Potential Loyalists
5342.0,2024-09-07,8,12260.51,115.0,3,3,3,333,Potential Loyalists
5343.0,2024-09-05,4,26630.44,117.0,3,1,5,315,Promising
5344.0,2024-05-16,4,172427.11,229.0,3,1,5,315,Promising
5345.0,2024-12-12,7,11848.09,19.0,3,3,3,333,Potential Loyalists
5346.0,2024-10-19,7,10477.619999999999,73.0,3,3,3,333,Potential Loyalists
5347.0,2024-08-18,8,13530.45,135.0,3,3,3,333,Potential Loyalists
5348.0,2024-12-09,8,18252.97,22.0,3,3,4,334,Loyal Customers
5349.0,2024-05-27,6,3193.9999999999995,218.0,3,2,1,321,Hibernating
5350.0,2024-11-28,5,10577.109999999999,33.0,3,1,3,313,Hibernating
5351.0,2024-12-07,7,16698.84,24.0,3,3,4,334,Loyal Customers
5352.0,2024-01-29,2,1335.71,337.0,3,1,1,311,Hibernating
5353.0,2023-09-17,7,15279.9,471.0,3,3,4,334,Loyal Customers
5354.0,2024-11-14,7,15121.5,47.0,3,3,4,334,Loyal Customers
5355.0,2024-08-10,9,13092.560000000001,143.0,3,4,3,343,Potential Loyalists
5356.0,2024-07-25,4,5894.76,159.0,3,1,1,311,Hibernating
5357.0,2023-10-21,4,3195.2,437.0,3,1,1,311,Hibernating
5358.0,2024-10-01,10,16635.96,91.0,3,5,4,354,Loyal Customers
5359.0,2024-11-18,10,20921.91,43.0,3,5,4,354,Loyal Customers
5360.0,2024-10-21,8,10050.29,71.0,3,3,2,332,Potential Loyalists
5361.0,2023-02-02,5,30605.829999999998,698.0,3,1,5,315,Promising
5362.0,2024-07-04,8,15764.3,180.0,3,3,4,334,Loyal Customers
5363.0,2024-06-28,5,5766.69,186.0,3,1,1,311,Hibernating
5364.0,2024-09-07,8,15544.27,115.0,3,3,4,334,Loyal Customers
5365.0,2024-12-11,6,10978.56,20.0,3,2,3,323,Hibernating
5366.0,2024-05-03,8,19218.06,242.0,3,3,4,334,Loyal Customers
5367.0,2024-10-28,5,8115.570000000001,64.0,3,1,2,312,Hibernating
5368.0,2024-12-08,10,61744.740000000005,23.0,3,5,5,355,Loyal Customers
5369.0,2024-12-09,6,11478.04,22.0,3,2,3,323,Hibernating
5370.0,2024-07-01,8,571009.79,183.0,3,3,5,335,Loyal Customers
5371.0,2024-07-23,2,3004.99,161.0,3,1,1,311,Hibernating
5372.0,2024-04-28,7,3901.7400000000002,247.0,3,3,1,331,Potential Loyalists
5373.0,2024-04-15,12,24710.81,260.0,3,5,5,355,Loyal Customers
5374.0,2024-01-26,4,2079.2,340.0,3,1,1,311,Hibernating
5375.0,2024-10-24,7,16745.44,68.0,3,3,4,334,Loyal Customers
5376.0,2024-10-17,8,28077.06,75.0,3,3,5,335,Loyal Customers
5377.0,2024-11-25,11,16154.73,36.0,3,5,4,354,Loyal Customers
5378.0,2024-06-23,6,5773.07,191.0,3,2,1,321,Hibernating
5379.0,2024-12-10,9,10006.53,21.0,3,4,2,342,Potential Loyalists
5380.0,2024-10-09,11,971611.9800000001,83.0,3,5,5,355,Loyal Customers
5381.0,2022-07-10,1,127.03,905.0,3,1,1,311,Hibernating
5382.0,2024-08-13,10,17683.49,140.0,3,5,4,354,Loyal Customers
5383.0,2024-02-25,4,9436.13,310.0,3,1,2,312,Hibernating
5384.0,2024-10-24,7,10417.46,68.0,3,3,3,333,Potential Loyalists
5385.0,2023-10-31,8,14890.66,427.0,3,3,4,334,Loyal Customers
5386.0,2024-06-25,10,15271.289999999999,189.0,3,5,4,354,Loyal Customers
5387.0,2024-12-20,5,4937.85,11.0,3,1,1,311,Hibernating
5388.0,2024-08-24,7,7082.69,129.0,3,3,2,332,Potential Loyalists
5389.0,2024-09-13,3,2047.1499999999999,109.0,3,1,1,311,Hibernating
5390.0,2024-07-17,8,11439.52,167.0,3,3,3,333,Potential Loyalists
5391.0,2024-12-15,10,11420.42,16.0,3,5,3,353,Potential Loyalists
5392.0,2024-02-14,7,14244.630000000001,321.0,3,3,3,333,Potential Loyalists
5393.0,2024-07-30,5,6147.08,154.0,3,1,1,311,Hibernating
5394.0,2024-02-19,9,11707.6,316.0,3,4,3,343,Potential Loyalists
5395.0,2024-12-02,2,4490.88,29.0,3,1,1,311,Hibernating
5396.0,2023-11-25,7,6430.28,402.0,3,3,1,331,Potential Loyalists
5397.0,2024-12-20,11,12122.62,11.0,3,5,3,353,Potential Loyalists
5398.0,2024-08-17,5,5383.54,136.0,3,1,1,311,Hibernating
5399.0,2024-09-01,7,17305.9,121.0,3,3,4,334,Loyal Customers
5400.0,2024-09-20,10,23459.95,102.0,3,5,5,355,Loyal Customers
5401.0,2024-12-19,5,6646.5199999999995,12.0,3,1,2,312,Hibernating
5402.0,2024-12-12,7,8180.4,19.0,3,3,2,332,Potential Loyalists
5403.0,2024-11-10,9,14904.41,51.0,3,4,4,344,Loyal Customers
5404.0,2024-07-09,9,609893.37,175.0,3,4,5,345,Loyal Customers
5405.0,2023-07-29,4,7632.57,521.0,3,1,2,312,Hibernating
5406.0,2024-05-04,5,11394.1,241.0,3,1,3,313,Hibernating
5407.0,2023-11-09,6,20766.99,418.0,3,2,4,324,Promising
5408.0,2024-10-30,6,9050.52,62.0,3,2,2,322,Hibernating
5409.0,2024-10-25,5,9047.57,67.0,3,1,2,312,Hibernating
5410.0,2023-12-11,5,6774.67,386.0,3,1,2,312,Hibernating
5411.0,2024-10-05,15,26456.260000000002,87.0,3,5,5,355,Loyal Customers
5412.0,2024-11-18,11,24396.35,43.0,3,5,5,355,Loyal Customers
5413.0,2024-07-09,7,7230.820000000001,175.0,3,3,2,332,Potential Loyalists
5414.0,2024-10-31,9,22454.57,61.0,3,4,5,345,Loyal Customers
5415.0,2024-05-06,9,9608.35,239.0,3,4,2,342,Potential Loyalists
5416.0,2023-08-22,5,16954.53,497.0,3,1,4,314,Hibernating
5417.0,2024-10-22,8,409538.94,70.0,3,3,5,335,Loyal Customers
5418.0,2024-11-13,11,12885.7,48.0,3,5,3,353,Potential Loyalists
5419.0,2024-07-02,10,9295.97,182.0,3,5,2,352,Potential Loyalists
5420.0,2024-12-09,11,12360.23,22.0,3,5,3,353,Potential Loyalists
5421.0,2023-11-15,5,12804.52,412.0,3,1,3,313,Hibernating
5422.0,2024-11-01,7,4835.8,60.0,3,3,1,331,Potential Loyalists
5423.0,2023-11-22,5,6348.01,405.0,3,1,1,311,Hibernating
5424.0,2024-03-09,11,18585.6,297.0,3,5,4,354,Loyal Customers
5425.0,2024-12-27,5,573893.15,4.0,3,1,5,315,Promising
5426.0,2024-10-07,7,22404.85,85.0,3,3,5,335,Loyal Customers
5427.0,2024-05-17,10,10514.49,228.0,3,5,3,353,Potential Loyalists
5428.0,2024-07-11,6,13266.07,173.0,3,2,3,323,Hibernating
5429.0,2024-06-18,10,20370.87,196.0,3,5,4,354,Loyal Customers
5430.0,2023-08-07,3,9593.45,512.0,3,1,2,312,Hibernating
5431.0,2024-11-29,11,29394.68,32.0,3,5,5,355,Loyal Customers
5432.0,2024-11-15,10,31086.37,46.0,3,5,5,355,Loyal Customers
5433.0,2024-07-28,2,1089.22,156.0,3,1,1,311,Hibernating
5434.0,2024-11-20,12,15781.63,41.0,3,5,4,354,Loyal Customers
5435.0,2024-12-29,7,5877.51,2.0,3,3,1,331,Potential Loyalists
5436.0,2024-09-17,10,19676.760000000002,105.0,3,5,4,354,Loyal Customers
5437.0,2024-12-29,8,13841.89,2.0,3,3,3,333,Potential Loyalists
5438.0,2024-11-03,5,4706.36,58.0,3,1,1,311,Hibernating
5439.0,2024-12-14,9,6811.92,17.0,3,4,2,342,Potential Loyalists
5440.0,2023-10-15,3,2342.39,443.0,3,1,1,311,Hibernating
5441.0,2024-12-05,9,1199314.84,26.0,3,4,5,345,Loyal Customers
5442.0,2024-07-23,3,4527.7699999999995,161.0,3,1,1,311,Hibernating
5443.0,2024-02-11,9,18986.13,324.0,3,4,4,344,Loyal Customers
5444.0,2024-02-25,4,7724.83,310.0,3,1,2,312,Hibernating
5445.0,2024-12-25,5,8658.47,6.0,3,1,2,312,Hibernating
5446.0,2024-11-21,11,17882.69,40.0,3,5,4,354,Loyal Customers
5447.0,2024-09-23,2,5216.76,99.0,3,1,1,311,Hibernating
5448.0,2024-07-05,7,16876.309999999998,179.0,3,3,4,334,Loyal Customers
5449.0,2024-10-05,10,12517.14,87.0,3,5,3,353,Potential Loyalists
5450.0,2024-12-15,7,11724.5,16.0,3,3,3,333,Potential Loyalists
5451.0,2024-09-07,8,10897.24,115.0,3,3,3,333,Potential Loyalists
5452.0,2024-09-12,7,9545.54,110.0,3,3,2,332,Potential Loyalists
5453.0,2024-10-21,6,9277.33,71.0,3,2,2,322,Hibernating
5454.0,2024-11-25,13,50736.969999999994,36.0,3,5,5,355,Loyal Customers
5455.0,2024-12-29,9,39622.78,2.0,3,4,5,345,Loyal Customers
5456.0,2024-11-08,10,28296.39,53.0,3,5,5,355,Loyal Customers
5457.0,2024-09-16,8,8715.82,106.0,3,3,2,332,Potential Loyalists
5458.0,2024-12-24,7,10900.63,7.0,3,3,3,333,Potential Loyalists
5459.0,2024-12-10,6,8912.39,21.0,3,2,2,322,Hibernating
5460.0,2024-03-19,8,10171.23,287.0,3,3,2,332,Potential Loyalists
5461.0,2024-10-11,5,8745.31,81.0,3,1,2,312,Hibernating
5462.0,2024-01-06,10,1021274.84,360.0,3,5,5,355,Loyal Customers
5463.0,2024-09-11,4,11199.02,111.0,3,1,3,313,Hibernating
5464.0,2024-08-03,8,25063.97,150.0,3,3,5,335,Loyal Customers
5465.0,2022-09-02,5,16450.649999999998,851.0,3,1,4,314,Hibernating
5466.0,2024-09-03,8,17116.86,119.0,3,3,4,334,Loyal Customers
5467.0,2024-01-01,5,8889.18,365.0,3,1,2,312,Hibernating
5468.0,2023-12-12,5,5392.2,385.0,3,1,1,311,Hibernating
5469.0,2024-09-24,7,16331.2,98.0,3,3,4,334,Loyal Customers
5470.0,2024-07-26,5,7619.7,158.0,3,1,2,312,Hibernating
5471.0,2024-12-09,6,9091.01,22.0,3,2,2,322,Hibernating
5472.0,2024-12-17,9,10330.33,14.0,3,4,3,343,Potential Loyalists
5473.0,2024-07-21,6,10454.78,163.0,3,2,3,323,Hibernating
5474.0,2024-09-22,11,8880.2,100.0,3,5,2,352,Potential Loyalists
5475.0,2024-06-17,6,6924.04,197.0,3,2,2,322,Hibernating
5476.0,2024-08-03,2,1704.16,150.0,3,1,1,311,Hibernating
5477.0,2024-10-18,6,10134.380000000001,74.0,3,2,2,322,Hibernating
5478.0,2024-12-27,11,26782.83,4.0,3,5,5,355,Loyal Customers
5479.0,2024-11-03,5,16648.55,58.0,3,1,4,314,Hibernating
5480.0,2024-08-17,5,5457.660000000001,136.0,3,1,1,311,Hibernating
5481.0,2024-03-11,4,12549.66,295.0,3,1,3,313,Hibernating
5482.0,2024-07-17,4,4081.43,167.0,3,1,1,311,Hibernating
5483.0,2024-12-27,6,13651.710000000001,4.0,3,2,3,323,Hibernating
5484.0,2024-12-27,5,5629.92,4.0,3,1,1,311,Hibernating
5485.0,2024-09-07,10,26978.600000000002,115.0,3,5,5,355,Loyal Customers
5486.0,2024-12-06,7,5888.84,25.0,3,3,1,331,Potential Loyalists
5487.0,2024-12-19,6,11922.67,12.0,3,2,3,323,Hibernating
5488.0,2024-08-26,11,19481.11,127.0,3,5,4,354,Loyal Customers
5489.0,2024-12-22,8,17105.91,9.0,3,3,4,334,Loyal Customers
5490.0,2024-12-24,8,20902.66,7.0,3,3,4,334,Loyal Customers
5491.0,2024-03-24,6,19334.19,282.0,3,2,4,324,Promising
5492.0,2024-10-06,8,511618.29000000004,86.0,3,3,5,335,Loyal Customers
5493.0,2024-08-17,8,17320.11,136.0,3,3,4,334,Loyal Customers
5494.0,2024-08-15,12,13704.04,138.0,3,5,3,353,Potential Loyalists
5495.0,2024-11-21,15,64609.490000000005,40.0,3,5,5,355,Loyal Customers
5496.0,2024-11-18,11,18075.87,43.0,3,5,4,354,Loyal Customers
5497.0,2024-10-28,5,7559.87,64.0,3,1,2,312,Hibernating
5498.0,2024-03-01,7,2835.57,305.0,3,3,1,331,Potential Loyalists
5499.0,2024-10-22,9,25517.19,70.0,3,4,5,345,Loyal Customers
5500.0,2024-12-10,4,11547.24,21.0,3,1,3,313,Hibernating
5501.0,2024-12-05,6,18617.49,26.0,3,2,4,324,Promising
5502.0,2023-07-07,5,6805.84,543.0,3,1,2,312,Hibernating
5503.0,2024-12-19,8,7596.12,12.0,3,3,2,332,Potential Loyalists
5504.0,2023-08-09,4,6634.0599999999995,510.0,3,1,2,312,Hibernating
5505.0,2024-11-01,7,15103.85,60.0,3,3,4,334,Loyal Customers
5506.0,2024-10-03,4,5744.26,89.0,3,1,1,311,Hibernating
5507.0,2024-10-21,5,6978.19,71.0,3,1,2,312,Hibernating
5508.0,2024-08-05,5,4376.93,148.0,3,1,1,311,Hibernating
5509.0,2024-12-31,11,22695.43,0.0,3,5,5,355,Loyal Customers
5510.0,2024-05-11,9,15672.949999999999,234.0,3,4,4,344,Loyal Customers
5511.0,2024-11-27,3,3451.6,34.0,3,1,1,311,Hibernating
5512.0,2024-11-03,7,4887.07,58.0,3,3,1,331,Potential Loyalists
5513.0,2024-05-06,9,10665.48,239.0,3,4,3,343,Potential Loyalists
5514.0,2024-09-08,10,10466.4,114.0,3,5,3,353,Potential Loyalists
5515.0,2024-08-04,6,10361.16,149.0,3,2,3,323,Hibernating
5516.0,2024-09-10,10,13486.14,112.0,3,5,3,353,Potential Loyalists
5517.0,2024-12-30,8,10763.08,1.0,3,3,3,333,Potential Loyalists
5518.0,2024-12-29,8,6627.12,2.0,3,3,2,332,Potential Loyalists
5519.0,2024-07-25,4,3247.44,159.0,3,1,1,311,Hibernating
5520.0,2024-09-02,7,17572.52,120.0,3,3,4,334,Loyal Customers
5521.0,2024-10-13,7,10761.65,79.0,3,3,3,333,Potential Loyalists
5522.0,2024-06-16,4,16179.04,198.0,3,1,4,314,Hibernating
5523.0,2024-08-09,8,14420.17,144.0,3,3,3,333,Potential Loyalists
5524.0,2024-10-10,4,5745.92,82.0,3,1,1,311,Hibernating
5525.0,2023-09-01,6,10360.14,487.0,3,2,3,323,Hibernating
5526.0,2024-01-08,8,5932.84,358.0,3,3,1,331,Potential Loyalists
5527.0,2024-12-07,7,7324.45,24.0,3,3,2,332,Potential Loyalists
5528.0,2024-04-02,5,8713.34,273.0,3,1,2,312,Hibernating
5529.0,2023-12-31,4,6185.15,366.0,3,1,1,311,Hibernating
5530.0,2024-09-16,8,10542.51,106.0,3,3,3,333,Potential Loyalists
5531.0,2024-08-10,3,7093.58,143.0,3,1,2,312,Hibernating
5532.0,2024-09-29,8,8958.05,93.0,3,3,2,332,Potential Loyalists
5533.0,2024-03-27,7,3856.92,279.0,3,3,1,331,Potential Loyalists
5534.0,2024-08-02,6,12525.689999999999,151.0,3,2,3,323,Hibernating
5535.0,2024-10-20,10,15725.03,72.0,3,5,4,354,Loyal Customers
5536.0,2024-11-18,6,6880.200000000001,43.0,3,2,2,322,Hibernating
5537.0,2024-11-18,4,1994.98,43.0,3,1,1,311,Hibernating
5538.0,2024-04-08,5,2841.2,267.0,3,1,1,311,Hibernating
5539.0,2024-01-01,7,190017.16999999998,365.0,3,3,5,335,Loyal Customers
5540.0,2024-09-09,7,13261.8,113.0,3,3,3,333,Potential Loyalists
5541.0,2024-10-07,6,8117.64,85.0,3,2,2,322,Hibernating
5542.0,2024-08-17,9,17476.06,136.0,3,4,4,344,Loyal Customers
5543.0,2024-10-25,11,62571.939999999995,67.0,3,5,5,355,Loyal Customers
5544.0,2024-10-12,6,17763.1,80.0,3,2,4,324,Promising
5545.0,2024-09-12,4,338919.58,110.0,3,1,5,315,Promising
5546.0,2024-11-12,12,134343.27,49.0,3,5,5,355,Loyal Customers
5547.0,2024-11-10,9,10630.85,51.0,3,4,3,343,Potential Loyalists
5548.0,2024-11-17,8,9300.9,44.0,3,3,2,332,Potential Loyalists
5549.0,2024-12-02,8,1227533.51,29.0,3,3,5,335,Loyal Customers
5550.0,2024-06-27,10,11956.89,187.0,3,5,3,353,Potential Loyalists
5551.0,2024-04-30,8,16029.72,245.0,3,3,4,334,Loyal Customers
5552.0,2024-09-27,9,13310.58,95.0,3,4,3,343,Potential Loyalists
5553.0,2023-12-07,6,13540.93,390.0,3,2,3,323,Hibernating
5554.0,2024-12-04,7,12597.23,27.0,3,3,3,333,Potential Loyalists
5555.0,2024-10-19,8,198180.29,73.0,3,3,5,335,Loyal Customers
5556.0,2024-08-12,9,17289.420000000002,141.0,3,4,4,344,Loyal Customers
5557.0,2023-10-22,5,4543.83,436.0,3,1,1,311,Hibernating
5558.0,2024-12-25,7,10681.1,6.0,3,3,3,333,Potential Loyalists
5559.0,2024-08-23,4,11884.19,130.0,3,1,3,313,Hibernating
5560.0,2024-12-20,8,16269.380000000001,11.0,3,3,4,334,Loyal Customers
5561.0,2024-11-12,9,38330.52,49.0,3,4,5,345,Loyal Customers
5562.0,2024-03-28,4,11034.83,278.0,3,1,3,313,Hibernating
5563.0,2024-08-20,4,4399.18,133.0,3,1,1,311,Hibernating
5564.0,2024-07-13,8,17624.89,171.0,3,3,4,334,Loyal Customers
5565.0,2024-12-20,9,14979.77,11.0,3,4,4,344,Loyal Customers
5566.0,2024-05-24,9,11923.43,221.0,3,4,3,343,Potential Loyalists
5567.0,2024-08-19,6,26535.1,134.0,3,2,5,325,Promising
5568.0,2024-07-05,8,14820.759999999998,179.0,3,3,4,334,Loyal Customers
5569.0,2024-05-01,3,3765.84,244.0,3,1,1,311,Hibernating
5570.0,2024-11-06,9,19842.55,55.0,3,4,4,344,Loyal Customers
5571.0,2024-12-25,8,11102.210000000001,6.0,3,3,3,333,Potential Loyalists
5572.0,2024-11-16,13,202333.35,45.0,3,5,5,355,Loyal Customers
5573.0,2024-11-23,9,9055.27,38.0,3,4,2,342,Potential Loyalists
5574.0,2024-10-05,10,11355.29,87.0,3,5,3,353,Potential Loyalists
5575.0,2024-12-24,6,16044.310000000001,7.0,3,2,4,324,Promising
5576.0,2024-01-02,5,5628.76,364.0,3,1,1,311,Hibernating
5577.0,2024-12-06,8,16174.63,25.0,3,3,4,334,Loyal Customers
