order_id,customer_id,order_date,ship_date,delivery_date,channel,payment_method,shipping_cost,discount_amount,status,city,state,country,orphaned_order,order_year,order_month,order_dow
59953,6678.0,2022-10-11,2022-10-13,2022-10-22,In-Store,BNPL,21.03,0.0,Processing,West Nicholasview,OH,US,0,2022.0,2022-10,Tuesday
59954,8778.0,2022-12-04,2022-12-07,2022-12-13,In-Store,Cash,0.85,101.14,Completed,East Colleenbury,TN,US,0,2022.0,2022-12,Sunday
59955,571.0,2023-06-07,,,In-Store,Apple Pay,2.42,0.0,Completed,Jeffreybury,FL,US,0,2023.0,2023-06,Wednesday
59956,1504.0,2022-07-21,2022-07-28,2022-07-31,Social Commerce,PayPal,2.4,0.0,Completed,Bellmouth,GA,US,0,2022.0,2022-07,Thursday
59957,,2023-08-05,2023-08-06,,Wholesale,Credit Card,17.76,52.98,Refunded,Curtisshire,PA,US,1,2023.0,2023-08,Saturday
59958,3932.0,2024-02-23,,,Wholesale,Debit Card,24.68,0.0,Cancelled,Lake Ashley,MI,US,0,2024.0,2024-02,Friday
59959,1581.0,2023-07-22,2023-07-28,2023-08-06,Online,Debit Card,15.55,0.0,Completed,West Michael,TX,US,0,2023.0,2023-07,Saturday
59960,3445.0,2023-09-13,,,Mobile App,BNPL,16.28,0.0,Completed,Connorside,WA,US,0,2023.0,2023-09,Wednesday
59961,5264.0,2024-12-07,2024-12-14,2024-12-18,In-Store,PayPal,19.2,0.0,Cancelled,Port Francisco,NY,US,0,2024.0,2024-12,Saturday
59962,2807.0,2022-02-28,2022-03-06,2022-03-11,Online,Debit Card,9.03,0.0,Cancelled,New Lori,NJ,US,0,2022.0,2022-02,Monday
59963,1601.0,,,,Wholesale,Credit Card,8.12,0.0,Completed,Guerreroshire,MD,US,0,,,
59964,7156.0,2023-03-31,2023-04-05,2023-04-15,In-Store,PayPal,18.93,0.0,On Hold,Rojasville,MA,US,0,2023.0,2023-03,Friday
59965,5891.0,2024-08-04,2024-08-09,2024-08-16,Mobile App,Gift Card,8.21,4.72,Processing,Lauraland,VA,US,0,2024.0,2024-08,Sunday
59966,3815.0,2022-12-13,2022-12-15,2022-12-25,Wholesale,Apple Pay,20.4,143.89,Completed,Griffithmouth,MD,US,0,2022.0,2022-12,Tuesday
59967,2326.0,2023-12-19,2023-12-23,2023-12-30,Wholesale,Credit Card,12.66,0.0,Processing,Lake Angel,CA,US,0,2023.0,2023-12,Tuesday
59968,5488.0,,2023-07-21,2023-07-25,Online,BNPL,6.23,16.98,Refunded,West Timothy,MA,US,0,,,
59969,8909.0,2023-03-21,2023-03-24,,Mobile App,Apple Pay,8.44,0.0,Shipped,New Ryan,GA,US,0,2023.0,2023-03,Tuesday
59970,199.0,2024-02-16,2024-02-18,2024-02-21,Wholesale,PayPal,2.2,67.66,Processing,North Patriciaborough,NY,US,0,2024.0,2024-02,Friday
59971,7005.0,2022-12-16,2022-12-20,2022-12-26,In-Store,BNPL,9.35,20.11,Completed,Morrowport,MD,US,0,2022.0,2022-12,Friday
59972,6209.0,2022-08-19,2022-08-22,2022-08-25,Wholesale,Gift Card,19.45,0.0,Completed,New Christine,IL,US,0,2022.0,2022-08,Friday
59973,6825.0,2024-11-06,2024-11-12,2024-11-21,In-Store,Gift Card,16.37,0.0,On Hold,New Darryl,MD,US,0,2024.0,2024-11,Wednesday
59974,1637.0,2022-07-01,2022-07-06,2022-07-11,Online,PayPal,7.59,0.0,Refunded,Port Stephanie,OH,US,0,2022.0,2022-07,Friday
59975,1850.0,2022-04-24,2022-04-25,2022-04-30,Wholesale,Apple Pay,4.21,66.77,Completed,Grayview,NC,US,0,2022.0,2022-04,Sunday
59976,4728.0,2023-11-12,2023-11-13,2023-11-18,Online,Apple Pay,19.66,9.65,Completed,North Rebecca,PA,US,0,2023.0,2023-11,Sunday
59977,2865.0,2023-03-25,2023-03-28,2023-04-03,Social Commerce,Credit Card,23.89,0.0,Completed,New Phillipberg,MO,US,0,2023.0,2023-03,Saturday
59978,2003.0,2022-06-04,2022-06-11,2022-06-21,In-Store,PayPal,18.89,90.98,Completed,West Robert,WI,US,0,2022.0,2022-06,Saturday
59979,7320.0,2022-12-19,2022-12-21,2022-12-24,Wholesale,Cash,5.33,0.0,Completed,Port Jillville,NJ,US,0,2022.0,2022-12,Monday
59980,3418.0,2024-10-29,2024-11-04,2024-11-13,Mobile App,PayPal,19.54,0.0,Completed,West Mark,NC,US,0,2024.0,2024-10,Tuesday
59981,2266.0,2024-11-19,2024-11-22,2024-11-29,Online,BNPL,13.54,0.0,Completed,North Andrewstad,NJ,US,0,2024.0,2024-11,Tuesday
59982,1448.0,2023-12-06,,,Wholesale,Credit Card,10.01,4.7,Processing,Shawnbury,MI,US,0,2023.0,2023-12,Wednesday
59983,4591.0,2024-08-28,2024-08-31,2024-09-07,In-Store,Gift Card,4.51,41.37,Processing,Lake Ericland,NJ,US,0,2024.0,2024-08,Wednesday
59984,4241.0,2024-04-21,2024-04-28,2024-05-06,Online,BNPL,1.39,0.0,Completed,Jamesstad,WI,US,0,2024.0,2024-04,Sunday
59985,9393.0,2023-08-12,2023-08-14,2023-08-17,Wholesale,PayPal,4.75,0.0,Completed,Simpsonland,MA,US,0,2023.0,2023-08,Saturday
59986,866.0,2022-09-13,2022-09-18,2022-09-27,Wholesale,Apple Pay,22.58,5.88,Processing,Jordanland,MD,US,0,2022.0,2022-09,Tuesday
59987,3229.0,2022-12-26,2023-01-01,2023-01-11,Wholesale,Credit Card,14.01,0.0,Completed,Michaelchester,PA,US,0,2022.0,2022-12,Monday
59988,2667.0,2022-10-14,2022-10-18,2022-10-26,Wholesale,PayPal,9.91,0.0,On Hold,South Phillipview,OH,US,0,2022.0,2022-10,Friday
59989,8574.0,2023-09-04,,,Mobile App,Debit Card,18.58,24.4,Shipped,Kristifort,CA,US,0,2023.0,2023-09,Monday
59990,7728.0,2022-12-04,2022-12-11,2022-12-19,Social Commerce,BNPL,3.9,50.26,Completed,Richardville,TX,US,0,2022.0,2022-12,Sunday
59991,1340.0,2024-02-03,2024-02-10,2024-02-20,Mobile App,Apple Pay,22.62,0.0,On Hold,Lake Stephenview,MO,US,0,2024.0,2024-02,Saturday
59992,309.0,2022-10-21,2022-10-23,2022-10-28,Mobile App,Cash,4.17,0.0,Completed,East Tyler,OH,US,0,2022.0,2022-10,Friday
59993,5102.0,2024-08-18,2024-08-20,2024-08-28,In-Store,PayPal,8.84,0.0,Processing,Lake Michelle,WI,US,0,2024.0,2024-08,Sunday
59994,9392.0,2023-11-04,2023-11-06,2023-11-09,In-Store,Apple Pay,13.35,0.0,Shipped,New Wayne,CA,US,0,2023.0,2023-11,Saturday
59995,4400.0,2023-08-27,2023-08-29,2023-09-01,In-Store,Gift Card,23.17,16.28,Completed,Chelsealand,TX,US,0,2023.0,2023-08,Sunday
59996,8796.0,2023-01-25,2023-01-28,2023-02-06,Social Commerce,Apple Pay,20.61,0.0,Cancelled,Smithland,MA,US,0,2023.0,2023-01,Wednesday
59997,7728.0,2022-10-24,,,In-Store,Gift Card,15.6,0.0,Completed,North Robertborough,IN,US,0,2022.0,2022-10,Monday
59998,8261.0,2023-10-05,2023-10-06,2023-10-09,Social Commerce,Credit Card,15.22,0.0,Completed,West Thomasview,WI,US,0,2023.0,2023-10,Thursday
59999,8213.0,2022-03-27,2022-03-29,,Online,Credit Card,18.28,0.0,Completed,New Crystal,MA,US,0,2022.0,2022-03,Sunday
60000,5138.0,2024-11-03,2024-11-04,2024-11-09,Social Commerce,Gift Card,18.79,0.0,Completed,South Dianechester,NJ,US,0,2024.0,2024-11,Sunday
60001,5158.0,2023-04-13,2023-04-16,2023-04-21,In-Store,Cash,10.48,0.0,Shipped,Bishopland,MA,US,0,2023.0,2023-04,Thursday
60002,9461.0,2023-08-14,2023-08-21,2023-08-25,Social Commerce,PayPal,16.59,7.12,Completed,Alexandermouth,GA,US,0,2023.0,2023-08,Monday
60003,3114.0,2023-08-01,,,Wholesale,Cash,12.53,38.15,Shipped,Dixonborough,IN,US,0,2023.0,2023-08,Tuesday
60004,2973.0,2022-09-12,2022-09-15,2022-09-18,Wholesale,PayPal,1.7,47.41,Completed,East Joseph,NJ,US,0,2022.0,2022-09,Monday
60005,3462.0,2022-02-10,2022-02-16,2022-02-20,Mobile App,PayPal,19.26,24.01,Completed,South Staceyland,MD,US,0,2022.0,2022-02,Thursday
60006,6976.0,2022-08-20,2022-08-24,2022-08-27,Social Commerce,Apple Pay,0.63,9.43,Completed,North Christopher,WI,US,0,2022.0,2022-08,Saturday
60007,1012.0,2022-05-14,2022-05-19,2022-05-22,In-Store,Gift Card,10.29,17.48,Completed,North Jenniferstad,CA,US,0,2022.0,2022-05,Saturday
60008,8305.0,2022-05-07,2022-05-13,2022-05-22,Mobile App,Debit Card,14.81,15.29,Cancelled,Moramouth,NY,US,0,2022.0,2022-05,Saturday
60009,,2022-01-31,2022-02-06,2022-02-11,Mobile App,BNPL,14.35,0.0,Completed,Lake Cynthia,PA,US,1,2022.0,2022-01,Monday
60010,4383.0,2024-12-21,2024-12-27,2025-01-05,Wholesale,BNPL,1.14,0.0,On Hold,Juliehaven,MI,US,0,2024.0,2024-12,Saturday
60011,8386.0,2024-07-21,,,Wholesale,Credit Card,21.06,0.0,Completed,East Michaelmouth,WA,US,0,2024.0,2024-07,Sunday
60012,8931.0,2022-10-11,2022-10-18,2022-10-21,Wholesale,Cash,15.25,0.0,Completed,Dawnton,OH,US,0,2022.0,2022-10,Tuesday
60013,8294.0,2023-12-28,2023-12-29,2024-01-02,Mobile App,Gift Card,23.31,28.54,Completed,Port Cameron,OH,US,0,2023.0,2023-12,Thursday
60014,9599.0,2023-12-25,2023-12-31,2024-01-06,Mobile App,Debit Card,20.57,9.37,Completed,West Daniel,TN,US,0,2023.0,2023-12,Monday
60015,4642.0,2024-01-27,2024-02-02,2024-02-12,Online,Apple Pay,7.42,0.0,Completed,Breannamouth,MO,US,0,2024.0,2024-01,Saturday
60016,1668.0,2022-09-20,2022-09-21,2022-09-27,Mobile App,Debit Card,15.24,0.0,Completed,Bishopchester,NY,US,0,2022.0,2022-09,Tuesday
60017,2088.0,2024-02-29,2024-03-06,2024-03-15,Online,Credit Card,19.24,12.03,Completed,East Maryburgh,MO,US,0,2024.0,2024-02,Thursday
60018,2409.0,2023-03-02,2023-03-04,2023-03-08,Social Commerce,PayPal,21.62,1.97,Processing,Markport,AZ,US,0,2023.0,2023-03,Thursday
60019,5939.0,2023-01-27,2023-01-31,2023-02-07,In-Store,BNPL,12.6,0.0,Completed,Port Edwardmouth,CA,US,0,2023.0,2023-01,Friday
60020,2406.0,2024-01-25,2024-01-27,2024-01-30,Mobile App,BNPL,0.97,105.43,Completed,Jamesview,NJ,US,0,2024.0,2024-01,Thursday
60021,8980.0,2023-03-30,2023-04-06,2023-04-15,Online,Debit Card,19.64,47.67,Completed,East Jerry,AZ,US,0,2023.0,2023-03,Thursday
60022,2106.0,2024-01-31,2024-02-03,2024-02-07,Wholesale,BNPL,8.19,122.0,Completed,Flynnville,AZ,US,0,2024.0,2024-01,Wednesday
60023,1714.0,2023-04-02,2023-04-07,2023-04-16,Wholesale,PayPal,2.98,21.26,Completed,East John,MO,US,0,2023.0,2023-04,Sunday
60024,1993.0,2024-03-09,2024-03-12,2024-03-21,Online,BNPL,17.97,0.0,Completed,Mortonview,TN,US,0,2024.0,2024-03,Saturday
60025,2469.0,2024-05-17,2024-05-21,2024-05-25,Wholesale,Credit Card,0.31,0.0,Completed,Port Kenneth,AZ,US,0,2024.0,2024-05,Friday
60026,5814.0,2022-03-11,2022-03-12,2022-03-22,Mobile App,PayPal,3.89,11.53,Completed,West Anthony,MD,US,0,2022.0,2022-03,Friday
60027,9433.0,2023-03-02,2023-03-08,2023-03-12,Social Commerce,BNPL,8.85,0.0,Completed,South Christineport,NJ,US,0,2023.0,2023-03,Thursday
60028,4045.0,2023-12-11,2023-12-13,2023-12-17,Social Commerce,Cash,22.52,0.0,Processing,Reeseport,PA,US,0,2023.0,2023-12,Monday
60029,3220.0,2022-08-20,2022-08-21,2022-08-30,Online,Debit Card,2.93,0.0,Shipped,East Sandra,GA,US,0,2022.0,2022-08,Saturday
60030,5247.0,2023-08-06,2023-08-13,2023-08-18,Online,Credit Card,11.02,1.08,Processing,Heatherton,MI,US,0,2023.0,2023-08,Sunday
60031,5397.0,2024-08-02,2024-08-09,2024-08-17,Mobile App,Debit Card,19.47,0.0,Completed,Lake Jessicaborough,CA,US,0,2024.0,2024-08,Friday
60032,3555.0,2023-10-15,2023-10-17,2023-10-26,Online,Cash,5.81,21.01,Completed,Kristinfort,VA,US,0,2023.0,2023-10,Sunday
60033,1802.0,2024-07-29,2024-08-05,2024-08-10,Online,Gift Card,16.7,0.0,Completed,Jasonborough,PA,US,0,2024.0,2024-07,Monday
60034,2387.0,2022-02-19,2022-02-25,2022-03-01,Wholesale,BNPL,23.92,0.0,Completed,Raymondside,MI,US,0,2022.0,2022-02,Saturday
60035,7311.0,2024-07-11,2024-07-12,2024-07-22,Wholesale,Debit Card,18.44,118.39,On Hold,South Miguel,MO,US,0,2024.0,2024-07,Thursday
60036,6869.0,2024-04-02,,,Wholesale,BNPL,10.55,13.46,Shipped,New Alexisshire,MD,US,0,2024.0,2024-04,Tuesday
60037,988.0,2024-03-09,2024-03-13,2024-03-22,Online,Apple Pay,12.47,0.0,Completed,Garciashire,TX,US,0,2024.0,2024-03,Saturday
60038,9338.0,2024-03-22,2024-03-28,2024-04-07,In-Store,BNPL,24.77,0.0,Completed,Fryeburgh,NJ,US,0,2024.0,2024-03,Friday
60039,9910.0,2022-06-24,2022-06-26,2022-07-03,Online,Debit Card,21.46,0.0,Shipped,Barbaratown,NY,US,0,2022.0,2022-06,Friday
60040,8773.0,2024-01-24,2024-01-31,2024-02-09,Mobile App,Credit Card,1.84,0.0,Completed,Vegamouth,VA,US,0,2024.0,2024-01,Wednesday
60041,4463.0,2023-11-11,2023-11-12,2023-11-22,Online,BNPL,11.66,43.27,Completed,Luceroport,OH,US,0,2023.0,2023-11,Saturday
60042,7084.0,2023-12-29,2023-12-31,2024-01-09,Wholesale,Gift Card,8.67,0.0,Cancelled,North Brandy,VA,US,0,2023.0,2023-12,Friday
60043,5263.0,2024-05-14,2024-05-20,2024-05-24,Social Commerce,Gift Card,17.6,22.11,Completed,Garciaberg,GA,US,0,2024.0,2024-05,Tuesday
60044,5377.0,,2023-09-26,2023-09-29,Mobile App,Cash,19.0,0.0,Completed,Port Perry,OH,US,0,,,
60045,3034.0,2022-05-02,2022-05-03,2022-05-07,In-Store,PayPal,7.02,0.0,Completed,Beckerfurt,NY,US,0,2022.0,2022-05,Monday
60046,1404.0,2024-04-19,2024-04-23,2024-05-01,Online,PayPal,18.84,1.63,Refunded,Rachelport,NY,US,0,2024.0,2024-04,Friday
60047,5308.0,2024-10-02,2024-10-05,2024-10-14,Mobile App,BNPL,11.92,0.0,Shipped,Smithville,MO,US,0,2024.0,2024-10,Wednesday
60048,1157.0,2024-04-09,,,Online,PayPal,6.65,0.0,Shipped,Port Ryanshire,MO,US,0,2024.0,2024-04,Tuesday
60049,9777.0,2024-07-29,2024-08-04,2024-08-09,Wholesale,PayPal,11.36,81.5,Completed,Bethton,NY,US,0,2024.0,2024-07,Monday
60050,7519.0,2024-06-11,,,Wholesale,Credit Card,7.88,0.0,Processing,Stantonshire,TX,US,0,2024.0,2024-06,Tuesday
60051,7541.0,2023-11-25,2023-12-02,2023-12-09,Mobile App,Debit Card,5.65,0.0,Completed,Jenniferland,IN,US,0,2023.0,2023-11,Saturday
60052,3183.0,2023-05-13,2023-05-14,2023-05-20,Mobile App,Credit Card,3.16,48.59,Completed,Charlesborough,OH,US,0,2023.0,2023-05,Saturday
60053,9105.0,2024-12-26,2024-12-29,2025-01-03,In-Store,Credit Card,5.74,96.08,Completed,New Megan,GA,US,0,2024.0,2024-12,Thursday
60054,7212.0,2022-07-29,2022-08-01,2022-08-06,Wholesale,Apple Pay,5.34,0.0,Completed,New Troy,PA,US,0,2022.0,2022-07,Friday
60055,6085.0,2024-03-10,2024-03-15,2024-03-18,Social Commerce,Debit Card,17.58,0.0,Shipped,North Kaylahaven,WA,US,0,2024.0,2024-03,Sunday
60056,9213.0,2022-05-20,2022-05-22,2022-05-30,Mobile App,Apple Pay,3.53,89.89,Completed,Smithborough,WI,US,0,2022.0,2022-05,Friday
60057,7499.0,2024-08-09,2024-08-13,2024-08-22,Mobile App,Debit Card,0.72,0.0,Completed,East Tanya,NC,US,0,2024.0,2024-08,Friday
60058,9522.0,2023-04-18,2023-04-21,2023-04-24,Online,PayPal,2.18,0.0,Refunded,Port Tristanside,PA,US,0,2023.0,2023-04,Tuesday
60059,89.0,2023-10-28,,,Social Commerce,Apple Pay,0.56,15.09,Completed,South Seth,WI,US,0,2023.0,2023-10,Saturday
60060,2832.0,2023-07-18,2023-07-21,2023-07-31,Social Commerce,Credit Card,15.89,0.0,On Hold,New Brad,OH,US,0,2023.0,2023-07,Tuesday
60061,5517.0,2022-09-08,2022-09-14,2022-09-22,In-Store,BNPL,6.57,0.0,Shipped,Lake Paulberg,TN,US,0,2022.0,2022-09,Thursday
60062,7369.0,2023-12-22,2023-12-27,2024-01-01,Social Commerce,Apple Pay,19.38,6.89,Refunded,West Charles,MA,US,0,2023.0,2023-12,Friday
60063,4213.0,2023-03-26,2023-03-28,2023-04-02,Mobile App,Credit Card,10.33,0.0,On Hold,Jessechester,NJ,US,0,2023.0,2023-03,Sunday
60064,449.0,2022-09-23,,,Online,Credit Card,21.87,65.12,Completed,New Dale,AZ,US,0,2022.0,2022-09,Friday
60065,5261.0,2022-05-05,2022-05-11,,Wholesale,Debit Card,2.18,68.64,Completed,Masonview,NJ,US,0,2022.0,2022-05,Thursday
60066,3910.0,2024-06-18,2024-06-22,2024-07-01,Wholesale,BNPL,14.22,0.0,Completed,South Jeffrey,MI,US,0,2024.0,2024-06,Tuesday
60067,1831.0,2022-09-24,2022-09-29,2022-10-07,Social Commerce,Debit Card,16.35,9.1,Processing,Mannberg,MI,US,0,2022.0,2022-09,Saturday
60068,5755.0,2024-11-28,2024-12-02,2024-12-05,Social Commerce,BNPL,18.94,14.21,Completed,Amandashire,VA,US,0,2024.0,2024-11,Thursday
60069,5668.0,2022-12-19,2022-12-22,,Mobile App,Gift Card,0.87,0.0,Completed,South Kenneth,NJ,US,0,2022.0,2022-12,Monday
60070,4812.0,2023-08-28,2023-09-04,2023-09-11,Mobile App,Credit Card,12.8,0.0,Completed,Hernandezfurt,NY,US,0,2023.0,2023-08,Monday
60071,3371.0,2024-08-11,2024-08-14,2024-08-23,Wholesale,BNPL,2.7,0.0,Completed,Hernandezborough,NJ,US,0,2024.0,2024-08,Sunday
60072,4823.0,2024-12-22,2024-12-27,2025-01-04,In-Store,Apple Pay,10.31,0.0,Completed,Lake Michaelhaven,VA,US,0,2024.0,2024-12,Sunday
60073,9787.0,2024-04-05,2024-04-11,2024-04-14,Online,BNPL,0.31,77.22,Completed,Patriciaport,WI,US,0,2024.0,2024-04,Friday
60074,6855.0,2024-01-10,2024-01-11,2024-01-19,Online,Cash,6.22,0.0,Completed,Kirkside,TX,US,0,2024.0,2024-01,Wednesday
60075,1592.0,2022-11-14,2022-11-15,2022-11-22,Online,PayPal,13.96,14.31,Shipped,Murilloville,OH,US,0,2022.0,2022-11,Monday
60076,6678.0,2022-03-06,2022-03-11,2022-03-16,Wholesale,PayPal,15.38,0.0,Shipped,Lake Grantview,MI,US,0,2022.0,2022-03,Sunday
60077,8939.0,2023-03-16,2023-03-23,2023-04-01,In-Store,PayPal,19.51,0.0,Completed,North Danielhaven,VA,US,0,2023.0,2023-03,Thursday
60078,7452.0,2023-03-28,2023-04-04,2023-04-13,Social Commerce,Apple Pay,20.69,16.81,Shipped,West Timothy,NC,US,0,2023.0,2023-03,Tuesday
60079,4853.0,2024-08-25,2024-08-30,2024-09-03,Online,BNPL,11.06,0.0,Completed,Lewisport,NC,US,0,2024.0,2024-08,Sunday
60080,5391.0,2024-04-09,2024-04-14,2024-04-21,Wholesale,BNPL,1.8,8.53,On Hold,Ericmouth,VA,US,0,2024.0,2024-04,Tuesday
60081,2670.0,2024-04-22,2024-04-25,2024-05-03,Mobile App,Debit Card,10.16,0.0,Completed,New Elizabeth,IN,US,0,2024.0,2024-04,Monday
60082,526.0,2023-08-22,2023-08-25,2023-09-04,In-Store,Credit Card,15.76,0.0,Completed,Cameronshire,MA,US,0,2023.0,2023-08,Tuesday
60083,6631.0,2023-12-29,2023-12-30,2024-01-03,Online,Credit Card,20.16,7.67,Cancelled,Carloschester,OH,US,0,2023.0,2023-12,Friday
60084,3467.0,2022-02-26,2022-03-01,2022-03-11,Wholesale,Gift Card,14.02,0.0,Completed,Hectortown,WA,US,0,2022.0,2022-02,Saturday
60085,3541.0,2023-02-03,,,Online,Cash,17.52,0.0,Completed,Devinton,MD,US,0,2023.0,2023-02,Friday
60086,3135.0,2023-03-31,,,Wholesale,Credit Card,6.24,0.0,Processing,West Brenda,MD,US,0,2023.0,2023-03,Friday
60087,8263.0,2024-01-29,2024-02-01,2024-02-06,In-Store,BNPL,21.6,0.0,Completed,North Emilyfort,IL,US,0,2024.0,2024-01,Monday
60088,8272.0,2023-04-11,2023-04-13,2023-04-17,Online,Debit Card,15.97,0.0,Completed,East Phillip,MO,US,0,2023.0,2023-04,Tuesday
60089,2830.0,2023-12-26,2023-12-28,2024-01-02,Wholesale,PayPal,8.33,12.28,Processing,New Anna,OH,US,0,2023.0,2023-12,Tuesday
60090,3973.0,2023-05-24,,,Mobile App,PayPal,5.08,0.0,Completed,Williamsville,NC,US,0,2023.0,2023-05,Wednesday
60091,1117.0,2024-02-07,2024-02-08,2024-02-15,In-Store,Apple Pay,2.88,0.0,On Hold,West Margaret,MI,US,0,2024.0,2024-02,Wednesday
60092,7586.0,2022-04-05,2022-04-12,2022-04-18,Social Commerce,Credit Card,4.22,7.98,Completed,New Brandon,OH,US,0,2022.0,2022-04,Tuesday
60093,4568.0,2024-12-09,2024-12-15,2024-12-22,Wholesale,PayPal,3.37,80.21,Completed,Evanfurt,NY,US,0,2024.0,2024-12,Monday
60094,2601.0,2023-12-27,2024-01-01,2024-01-09,Mobile App,PayPal,3.41,0.0,Completed,Williammouth,WA,US,0,2023.0,2023-12,Wednesday
60095,2725.0,2024-04-27,2024-05-03,2024-05-11,In-Store,Gift Card,19.14,21.75,Refunded,South Ericachester,FL,US,0,2024.0,2024-04,Saturday
60096,4971.0,2023-10-15,2023-10-22,2023-10-30,Online,BNPL,24.13,113.58,Completed,New Amberton,NC,US,0,2023.0,2023-10,Sunday
60097,2489.0,2023-11-10,2023-11-17,2023-11-23,Social Commerce,BNPL,13.12,67.5,Shipped,Mitchellmouth,MD,US,0,2023.0,2023-11,Friday
60098,5800.0,2023-08-27,2023-08-29,2023-09-08,Mobile App,BNPL,14.97,46.27,Cancelled,East Paulamouth,TX,US,0,2023.0,2023-08,Sunday
60099,3699.0,2024-06-23,2024-06-25,2024-07-02,Social Commerce,BNPL,11.47,0.0,Completed,East Robinstad,MO,US,0,2024.0,2024-06,Sunday
60100,7333.0,2023-08-10,2023-08-15,2023-08-23,Online,Gift Card,0.41,0.0,Completed,Port Julieshire,FL,US,0,2023.0,2023-08,Thursday
60101,2562.0,2022-10-07,,,Mobile App,Credit Card,20.3,29.69,Completed,West John,WI,US,0,2022.0,2022-10,Friday
60102,3081.0,2023-09-16,2023-09-20,2023-09-27,Wholesale,PayPal,24.32,0.0,Completed,North Brendanbury,MI,US,0,2023.0,2023-09,Saturday
60103,2847.0,2023-07-21,2023-07-23,2023-07-28,In-Store,PayPal,20.1,33.77,Refunded,Lake Richardfurt,NC,US,0,2023.0,2023-07,Friday
60104,1031.0,2023-12-05,2023-12-12,2023-12-15,Mobile App,Cash,8.96,0.0,Completed,Sanfordland,MD,US,0,2023.0,2023-12,Tuesday
60105,5504.0,2024-12-19,2024-12-21,2024-12-27,Wholesale,Gift Card,12.7,22.74,Completed,Lake Karinaside,NC,US,0,2024.0,2024-12,Thursday
60106,6322.0,2023-08-26,2023-08-28,,Mobile App,PayPal,22.82,0.0,Completed,West Jasmineberg,IL,US,0,2023.0,2023-08,Saturday
60107,4301.0,2022-02-09,2022-02-15,2022-02-22,Online,Apple Pay,3.2,8.61,Completed,Stevenberg,MI,US,0,2022.0,2022-02,Wednesday
60108,6337.0,2023-05-15,2023-05-21,2023-05-31,Mobile App,Debit Card,19.98,12.23,Cancelled,West Paulashire,WI,US,0,2023.0,2023-05,Monday
60109,2492.0,2024-10-30,2024-11-03,2024-11-11,In-Store,BNPL,16.15,0.0,Completed,Robertside,TN,US,0,2024.0,2024-10,Wednesday
60110,7023.0,2024-06-28,2024-06-29,2024-07-04,Online,BNPL,18.04,0.0,Completed,Christinaton,OH,US,0,2024.0,2024-06,Friday
60111,1325.0,2022-03-13,2022-03-17,2022-03-23,In-Store,Debit Card,15.34,0.0,Shipped,Lake Lorrainechester,AZ,US,0,2022.0,2022-03,Sunday
60112,7683.0,2024-04-25,2024-05-01,2024-05-11,Social Commerce,Cash,16.95,1.24,Completed,New Philip,NY,US,0,2024.0,2024-04,Thursday
60113,1797.0,2024-01-22,2024-01-25,2024-01-30,Online,Gift Card,13.43,0.0,Completed,Jameston,NY,US,0,2024.0,2024-01,Monday
60114,237.0,2023-05-05,2023-05-07,2023-05-12,Wholesale,PayPal,1.99,0.0,Completed,Wrightmouth,TN,US,0,2023.0,2023-05,Friday
60115,3980.0,2024-10-26,2024-10-31,,Social Commerce,Gift Card,22.56,0.0,Completed,East Brandontown,WI,US,0,2024.0,2024-10,Saturday
60116,1683.0,2023-01-09,2023-01-12,2023-01-15,In-Store,Apple Pay,8.7,14.23,Completed,Blankenshiptown,NJ,US,0,2023.0,2023-01,Monday
60117,1054.0,2023-02-21,2023-02-25,2023-02-28,Wholesale,Debit Card,23.17,0.0,Shipped,North Aprilbury,FL,US,0,2023.0,2023-02,Tuesday
60118,9785.0,2022-03-19,2022-03-25,2022-04-03,Wholesale,Credit Card,3.34,2.04,Completed,Ronaldton,NJ,US,0,2022.0,2022-03,Saturday
60119,2427.0,2023-10-11,2023-10-18,2023-10-22,Wholesale,Cash,23.77,0.0,Completed,North Jenniferberg,TX,US,0,2023.0,2023-10,Wednesday
60120,8776.0,2023-07-26,2023-07-29,2023-08-04,Online,Cash,22.75,0.0,Completed,Maryville,WA,US,0,2023.0,2023-07,Wednesday
60121,7394.0,2023-05-17,2023-05-24,2023-06-02,Mobile App,PayPal,5.63,0.0,Completed,South Sonyaview,MI,US,0,2023.0,2023-05,Wednesday
60122,1080.0,2024-09-09,,,Mobile App,Credit Card,5.31,0.0,Completed,Benitezstad,NC,US,0,2024.0,2024-09,Monday
60123,5634.0,2023-09-19,,,In-Store,Gift Card,6.78,69.19,Shipped,Stevenland,MI,US,0,2023.0,2023-09,Tuesday
60124,5162.0,2024-01-28,2024-02-03,2024-02-13,Wholesale,Apple Pay,20.93,17.05,Completed,Port Amber,MD,US,0,2024.0,2024-01,Sunday
60125,4019.0,2022-08-07,2022-08-12,,Wholesale,Apple Pay,22.35,11.46,Completed,New Ryanshire,TN,US,0,2022.0,2022-08,Sunday
60126,8187.0,2024-05-19,2024-05-25,2024-06-03,In-Store,PayPal,21.8,0.0,Processing,West Matthewfurt,TN,US,0,2024.0,2024-05,Sunday
60127,1689.0,2022-09-24,2022-09-30,2022-10-03,Online,Debit Card,10.03,8.91,Shipped,Brittanybury,CA,US,0,2022.0,2022-09,Saturday
60128,9421.0,2023-04-06,2023-04-13,2023-04-21,Mobile App,BNPL,6.27,23.33,Completed,Tylerfurt,PA,US,0,2023.0,2023-04,Thursday
